CanonicalModelId,Brand,Model,CurrentPublicFamily,ProposedPublicFamily,PrimaryCategory,SecondaryCategories,ManufacturerIntent,DNAEvidence,WaveIntent,Rocker,Rails,Outline,PerformanceScore,ForgivenessScore,WeakWaveScore,PowerfulWaveScore,Changed,ChangeReason,Confidence,ReviewRequired
7779,Pyzel,Red Tiger XL,daily_driver,performance_shortboard,hybrid_shortboard,"daily_driver,performance_shortboard","The Pyzel Red Tiger XL is built to suit the bigger, stockier surfer, or for more novice surfers looking to level up in their surfing by downsizing to a smaller board. Based on John John Florence’s new go-to high-performance shortboard, the Pyzel Red Tiger XL is suited to medium-sized, slower, weaker waves. The Pyzel Red Tiger XL is perfect for waves in the 2-4ft range. The Pyzel Red Tiger XL features: A wider outline for a high-performance surfboard, with the wide point sitting an inch behind the centre. The wider tail-block squash helps to keep area in the tail which provides lift and drive, ","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.25,7,7,6,True,The supportive XL variant retains the Red Tiger's high-performance shortboard identity.,medium,False
7760,Pyzel,Score Lord,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"A rippable Daily Driver, The Score Lord, is a sleek beast of a board that has the perfect blend of Width, Thickness and Rocker designed to maximize your wave count, improve your surfing and still provide the performance potential we are always chasing after. I have been building different versions of the Score Lord for myself, my friends and my team riders over the past 3 years, trying to pack volume into our boards without losing sensitivity and performance. I watched them ride tons of waves and used their feedback to dial in the design. Finally, after constantly having people paddle up to me","method=manufacturer_inference; style=versatile,balanced,easy_performance,drivey,stable; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":9,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.25,7,7,7,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7796,Pyzel,Shadow,performance_shortboard,performance_shortboard,performance_shortboard,,"Pyzel's Shadow Project 12 is part of a limited edition series of boards that are based off what 2x World Champion John John Florence was riding at the start of the 2019 WSL season. All boards have the JJF contest board logo placements (PYZEL Logo upside down) and Coloured pin strip rail spray. Construction: PU Glassing: Standard (4+4 deck, 4 bottom) Fin Boxes: FCS2/Futures x 3 (Choose option above - Fins not included) Tail shape: Rounded Square","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":6,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.0,3,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
7792,Pyzel,Shadow XL,performance_shortboard,performance_shortboard,performance_shortboard,,"Pyzel's Shadow XL is our new high-performance shortboard addition to the Ghost family and has quickly become a favourite among our team riders and friends. For the 2018 Stab in the Dark project Jon wanted to make something fresh and new, but to start off with something that was tried and true. Knowing that the Phantom is a great board for those types of conditions he decided to start there and redesign it as a more refined, high-performance shortboard, while still keeping the added flow and glide that defines the Phantom. The Shadow is designed to give you the advantages of a wider, forward ou","method=explicit_manufacturer; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":6,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.0,3,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,high,False
7800,Pyzel,Tank,step_up,step_up,step_up,,"The Pyzel Tank provides maximum paddling power and drive off the bottom while still being able to maneuver, rather than just go straight like most guns. The design was inspired by Nathan Florence and made for surfing larger waves around his home on the North Shore of Hawaii like Pipeline, Backdoor and Sunset. The Tank is the next generation of big wave surfboards. The Tank is capable of big manoeuvres in big waves like floaters and large sweeping turns. The outline was influenced by one of Pyzels original step-up style boards, the Next Step. The Tank is designed to hold a bit more volume throu","method=manufacturer_inference; style=hold,drivey,powerful_wave; roles=step_up,travel,reef","{""average_waves"":7,""beach_break"":5,""hollow_waves"":10,""open_face"":9,""point_break"":9,""powerful_waves"":10,""reef_break"":10,""weak_waves"":3}",entry=medium_high;tail=high,refined,narrow,8.0,4,3,10,False,Deterministic mapping from governed primary category step_up.,medium,False
7766,Pyzel,Tiger Twin,fish,groveller,performance_twin,,"Introducing the Tiger Twin (2+1) the newest addition to the Pyzel Tiger Series. Originating in collaboration with Heritage Margate Surf Shop with East Coast waves in mind, the Tiger Twin is a special blend of two of our most loved smaller wave designs, the Happy Twin and the White Tiger. Both of these models have been favorites of our customers and team for years. The Tiger Twin is fast, responsive and user friendly, but also easy to paddle and good in weaker surf. It features a lower rocker, a wider beak nose and a single wing swallow tail. As with many of our best performing designs it has d","method=manufacturer_inference; style=fast,technical,alternative_performance,drivey; roles=performance,reef_alternative","{""average_waves"":7,""beach_break"":7,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":8,""weak_waves"":6}",entry=medium;tail=medium_high,refined,narrow,8.25,5,6,7,True,The design blends two smaller-wave models and prioritises easy speed in weaker surf.,medium,False
7780,Pyzel,White Tiger,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Pyzel White Tiger is a fun, stubby little board designed for average/below-average waves. It gets up and goes easily, flies through the weakest sections, but still lets you smash the lip and boost airs along the way. The very first one was a side project board for John John Florence, who rarely rides “fun” boards. It sat in his garage for maybe a year, and in the meantime, I made a few for his little brother Ivan. It was the perfect design to fit Ivan’s surf/skate style and soon he was telling us how much he loved it and sending us clips of him doing big carves and boosting airs on it. Fin","method=explicit_manufacturer; style=versatile,balanced,easy_performance,stable; roles=daily_driver,one_board_quiver","{""average_waves"":7,""beach_break"":8,""hollow_waves"":4,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,7,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,high,False
7783,Pyzel,Wildcat,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Wildcat channel bottom twin is the second offering under our Velocity Project label, which we have been testing and refining with our team riders and friends over the past 2 years and it’s finally ready for everyone to enjoy. Inspired by beautiful twin-fin designs of the past, built with my curves and contours. The boards look and feel timeless, yet allow the type of modern performance that we strive to bring to all our boards. The bottom curve is clean, and relatively flat, offering great paddle speed and easy acceleration from the moment you get to your feet. A single/double concave runs","method=explicit_manufacturer; style=versatile,balanced,easy_performance,fast,drivey,stable; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":9,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,wide_forward,8.0,7,7,7,False,Deterministic mapping from governed primary category hybrid_shortboard.,high,False
7904,Rusty,1984,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Occy's board from his break-out year. The ""Raging Bull"" was unstoppable on this Rusty design that set the surfboard world on notice. The '84 is also considered a very user-friendly, versatile design featuring a flat-bottom under the front foot with a shallow vee and scooped panels through the fins, lifting off the corners of the tail. The main characteristics are the relaxed rocker, flat deck, beak nose, and boxy rails.","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,9,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7905,Rusty,419 Fish,fish,fish,performance_fish,"traditional_fish,groveller","The design is Rusty's update for the classic San Diego fish. The flat-deck combined with angular rails allows this fish to have incredible performance. The bottom features a light convex entry that transitions into a moderate single concave through the midsection and finishes with a bit of vee off the corners. The low entry rocker stays relaxed through the entire length of the bottom. Rail transitions on the 419 Fish are easier due to the flat deck. The angular rails provide more bite and drive off the turns than other classic fish. The board also has an even thickness flow, a beak nose and th","method=manufacturer_inference; style=fast,drivey,responsive; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":9,""beach_break"":7,""hollow_waves"":6,""open_face"":7,""point_break"":6,""powerful_waves"":6,""reef_break"":7,""weak_waves"":7}",entry=low;tail=medium,refined,balanced,7.25,7,7,6,False,Deterministic mapping from governed primary category performance_fish.,medium,False
7906,Rusty,421 Fish,fish,fish,traditional_fish,,"This design is a versatile, high performance quad-fish, based on our popular 419 Fish. The 421 has evolved featuring a crowned deck, narrower nose and rounded dove tail for more top-to-bottom surfing and tighter arcs. Designed for waves from waist-high to overhead, it excels at a multitude of waves from beach breaks & points to reef breaks and slabs. ""Much more versatile. Tighter turning radius but still very very fast down the line!!!"" -Rusty Team Feedback Ideal for beginners through expert surfers. The 421 Fish offers a predictable, skateboard-like feel and adds some fun, new performance lin","method=manufacturer_inference; style=fast,flowing,loose; roles=small_wave,alternative_daily_driver","{""average_waves"":8,""beach_break"":7,""hollow_waves"":3,""open_face"":7,""point_break"":6,""powerful_waves"":4,""reef_break"":5,""weak_waves"":8}",entry=low;tail=low,full,wide_forward,6.0,7,8,4,False,Deterministic mapping from governed primary category traditional_fish.,medium,False
7907,Rusty,Bali Single,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"We would like to present you the Future , and it comes from the Past! Yeah the Single fin is back , but not THAT old single fin but a board that has a high performance level of surfing with sharp ,radical turns and sky high aerials and all sort of tricks ! The Single Life presents the BS , not really but the Bali Single ; a board first tested in the warm waters and perfect waves of Bali . The design presents the classic Rdot logo with 3 shadows and fluo colors and the art work brings back the 80's. Here is how Rusty describes his creation : It's got a relaxed rocker a lot like the '84 Occy typ","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.75,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7908,Rusty,Barking Spider,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Barking Spider is a hybrid shortboard combining the outline and high volume of the Hustler with the performance rail and rocker of the Yes Thanks, making it Clint's go-to in waist to overhead surf. The pronounced double concave under the rider's feet creates smooth and effortless rail-to-rail transitions. Adding a subtle hip in the outline and a sharp, shallow swallowtail allows you to snap off a turn anywhere you want on a wave. Together this combination makes it an ideal board in waist to overhead surf!","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":10,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.5,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7909,Rusty,Big Cat,mid_length,mid_length,mid_length,,"The Big Cat has a commanding presence in the lineup. A board that is ready to pounce with agility and power for its size. This board is built with one of our fullest and widest outlines and a semi-flat deck that carries a little extra volume out to the rail making it easy to paddle and catch waves. It has a firm, semi-full rail and a single-to-double-concave bottom with a touch of vee in the tail that lends to quick responsive control. The distinct double-wing swallow and slightly relaxed rocker makes this design versatile for a good range of waves.","method=manufacturer_inference; style=glide,flowing,easy_paddle,fast,drivey,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":8,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,7.0,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
7910,Rusty,Blackbird,step_up,step_up,step_up,,"The ""Blackbird"" SR-71 is the fastest manned jet ever built. Based on that concept, we designed this board to cover ground quickly! Developed for the bigger days chasing down peaks in open waters and battling currents, this is the perfect big-wave weapon. It features added volume, an area-forward outline, lower entry-rocker and a light vee in the nose allowing it to paddle into anything, even in the toughest of surf conditions. With a slight single to double concave bottom, running through the fins and rounded pintail, the Blackbird delivers smooth transitions and fast, clean lines. A heavy hit","method=manufacturer_inference; style=hold,drivey,powerful_wave; roles=step_up,travel,reef","{""average_waves"":7,""beach_break"":5,""hollow_waves"":9,""open_face"":8,""point_break"":8,""powerful_waves"":9,""reef_break"":8,""weak_waves"":3}",entry=medium_high;tail=high,refined,narrow,8.0,5,3,9,False,Deterministic mapping from governed primary category step_up.,medium,False
7911,Rusty,Blade,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Blade works in a wide range of conditions. For now we are offering the Blade in a mellow, subtle single to double concave, that bottom with 4 deep channels, and a modern deep single concave.","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.5,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7912,Rusty,D Min,fish,fish,performance_fish,,"A few years back Rusty designed a board called the Neil and it has gotten more interest in the last year or so. He went back and updated the design, adding more volume and improving the performance in smaller waves, giving you the Diamond Mini or D Min. The D Min catches waves easily and does best in a wide range of conditions from knee high, mush to head high. With the added volume, you want to ride it shorter, similar to a fish. What gives the D Min its name is its diamond tail. The diamond tail is a blend of a round pin and squash and really helps this board with tighter turns than most ful","method=explicit_manufacturer; style=fast,drivey,responsive,forgiving,stable; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":7,""beach_break"":7,""hollow_waves"":7,""open_face"":7,""point_break"":6,""powerful_waves"":7,""reef_break"":7,""weak_waves"":8}",entry=low;tail=medium,refined,balanced,8.0,8,8,7,False,Deterministic mapping from governed primary category performance_fish.,high,False
7913,Rusty,Desert Island,mid_length,mid_length,mid_length,,"The Rusty Surfboards Desert Island is the one board that does it all for larger, experienced surfers. The Desert Island provides plenty of paddle power and can handle almost every type of condition.","method=manufacturer_inference; style=glide,flowing,easy_paddle,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":8,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.0,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
7914,Rusty,Dozer,performance_shortboard,performance_shortboard,performance_shortboard,,"This is the high-performance shortboard that eats mediocre waves for breakfast, lunch, and dinner. It packs about as much volume as possible into the shortboard outline, with a couple unique tweaks that keep it lively. It's the chine in the rail near the forward fins and the accentuated ""V"" through the tail that really keep this board ahead of the pack. Ride it three to five inches smaller than your regular shortboard, and in anything knee to head high.","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":6,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.0,3,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
7915,Rusty,Dwart,fish,fish,performance_fish,,"The Dwart is a highly versatile and performance-driven surfboard design. The name ""Dwart"" originates from ""Double Winged and Rounded Tail"" defining the board's all-around capabilities. Engineered to be the go-to board for 90% of the waves we surf, the Dwart boasts a high-volume design, allowing it to be ridden 4-6"" shorter than traditional shortboards. The Dwart offers effortless wave-catching and impressive speed, due to its minimal rocker and fairly thick profile. A fuller rail, transitions into a foiled-out tail offering maximum backfoot leverage. The Dwart features a relatively flat rocker","method=manufacturer_inference; style=fast,drivey,responsive; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":8,""beach_break"":7,""hollow_waves"":5,""open_face"":7,""point_break"":6,""powerful_waves"":5,""reef_break"":7,""weak_waves"":9}",entry=medium_low;tail=medium,refined,balanced,7.0,7,9,5,False,Deterministic mapping from governed primary category performance_fish.,medium,False
7916,Rusty,Dwart Too,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"We can't really build a ""better Dwart,"" in fact plenty of people have tried and failed. Yet, with so many satisfied repeat customers we decided it was time to expand the family… Introducing the Dwart Too. The Dwart Too redirects the original mission a little bit, and refines a well-tuned machine into a precision alternative. It performs well in average conditions from knee high to overhead. We gave it a squash tail, which increases the surface area in the tail and translates to more acceleration out of the turn. We then narrowed the nose slightly, which allows the board to enter a turn faster.","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":10,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7917,Rusty,Egg,mid_length,mid_length,mid_length,,"The eGG is something that comes deep from Rusty's roots. He's been shaping eggs since his early shaping days at G+S in 1972. As he developed his own style shaping, his eggs followed and developed their own direction.","method=manufacturer_inference; style=glide,flowing,easy_paddle,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":8,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.0,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
7918,Rusty,Egg Not,mid_length,mid_length,mid_length,,"Simply put, the Rusty Surfboards Egg Not is a squash tail version of our mid-length board, the eGG. With the increasing popularity of mid-lengths, we decided it was more or less a given that we offer a squash tail mid-length board.","method=manufacturer_inference; style=glide,flowing,easy_paddle,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":8,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.0,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
7919,Rusty,El Dorado,longboard,longboard,longboard,,"The El Dorado is our all-around performance longboard that has evolved from years of rider feedback. El Dorado is a blend between the Utility and the Noserider. The board allows you to set it on rail, turn, trim and ride the nose or just catch anything. The bottom has a slight concave in the nose, flat through the midsection, ultimately blending into a flat panel vee. Blending its classic longboard rocker with modern rails gives you the ability to explore new lines with confidence and style. If you are looking for control with versatility, this is the board.","method=manufacturer_inference; style=glide,stable,flowing,forgiving; roles=longboard,cruiser,small_wave","{""average_waves"":8,""beach_break"":6,""hollow_waves"":4,""open_face"":8,""point_break"":8,""powerful_waves"":5,""reef_break"":6,""weak_waves"":6}",entry=low;tail=low,soft,parallel,5.75,9,6,5,False,Deterministic mapping from governed primary category longboard.,medium,False
7920,Rusty,Enough Said,performance_shortboard,performance_shortboard,performance_shortboard,,"The Enough Said was first developed with Josh Kerr over ten years ago. It was, and still is, a very popular design. It is a thumb tail performance shortboard that goes well in chest high to overhead surf. It features a fairly relaxed proven nose rocker and a heavy single concave in the back half of the board. The tail rocker is slightly lower to accommodate the heavy concave. There is slightly less volume under the chest to minimize the swing weight. This board is designed to have a fairly tight, smooth, turning radius and react quickly in the pocket when you need it most due to the extra bit ","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":7,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.25,3,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
7921,Rusty,Express,mid_length,mid_length,mid_length,,Rusty's official Express page publishes a size run from 6'0 to 8'0 with progressively higher volume. Quivrr therefore treats it as a mid-length direction and keeps the review focused on the published size range; detailed riding claims should be checked against current Rusty guidance.,"method=manufacturer_inference; style=glide,flowing,easy_paddle,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":8,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.0,8,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
7922,Rusty,Fish Quatro,fish,fish,performance_fish,traditional_fish,"The Fish Quatro opens up the performance window of the traditional fish while keeping the basic fish values, speed and floatation intact. Combining a full rail and outline, with a single to double concave bottom with V off the tail gives this board more skate, flow, vertical performance, and tighter arcs than any fish. This unique model is also available with a concave deck that more than makes up for the decreased width. Every quiver needs a Fish!","method=manufacturer_inference; style=fast,drivey,responsive; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":8,""beach_break"":7,""hollow_waves"":6,""open_face"":7,""point_break"":6,""powerful_waves"":6,""reef_break"":7,""weak_waves"":7}",entry=medium_low;tail=medium,refined,balanced,7.0,7,7,6,False,Deterministic mapping from governed primary category performance_fish.,medium,False
7923,Rusty,Hatchet,groveller,groveller,groveller,"traditional_fish,daily_driver","The Hatchet is a groveler with high performance characteristics. The Hatchet has a semi-fishy outline and the nose and tail are a bit narrower than a traditional fish. The Hatchet has a fuller template with a five fin set up. The board has great planing over flat sections on the wave. The Hatchet has a low rocker throughout the bottom, with a single concave at the front foot moving towards a double concave in the fin area and a slight vee at the end of the tail. It is easy to surf, easy to catch waves and easy on the maneuvers. A great everyday board!","method=manufacturer_inference; style=easy_speed,forgiving,playful,fast,stable; roles=small_wave,summer","{""average_waves"":6,""beach_break"":8,""hollow_waves"":2,""open_face"":5,""point_break"":5,""powerful_waves"":2,""reef_break"":4,""weak_waves"":10}",entry=low;tail=low,full,wide_centre,6.5,9,10,2,False,Deterministic mapping from governed primary category groveller.,medium,False
7924,Rusty,Heckler,fish,fish,performance_fish,,"The Heckler is a Fish with some new ideas. We've utilized a ""fishy"" outline with a shallow dovetail and pronounced wing to produce a lightening fast small wave wonder. The proven Venturi bottom design that has been so well received on two of our other models. The Rooster and The Hustler, adds a new dimension for fishing and Fish lovers.","method=manufacturer_inference; style=fast,drivey,responsive,forgiving,stable; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":7,""beach_break"":7,""hollow_waves"":6,""open_face"":7,""point_break"":6,""powerful_waves"":6,""reef_break"":7,""weak_waves"":8}",entry=medium_low;tail=medium,refined,balanced,7.25,8,8,6,False,Deterministic mapping from governed primary category performance_fish.,medium,False
7925,Rusty,Hustler,daily_driver,daily_driver,daily_driver,,"The Hustler is considered by many to be that magical board. Its 7 parts short board, 3 parts fish, and 100 % Hustler. A fuller outline with a lower rocker throughout = Pure Speed. Venturi bottom provides lift, maneuverability, and control. The low rocker all the way through maximizes surface area and makes for quick paddling and a fast ride. Throw it all together with a master's touch and the result is a turbo-charged, high performance board that feels like its working hard for you, and is always ready to rock. Hence, the Hustler.","method=manufacturer_inference; style=versatile,reliable,balanced,fast; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":8,""hollow_waves"":4,""open_face"":8,""point_break"":7,""powerful_waves"":5,""reef_break"":7,""weak_waves"":8}",entry=medium;tail=medium,medium,balanced,7.0,7,8,5,False,Deterministic mapping from governed primary category daily_driver.,medium,False
7926,Rusty,Illuminati,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"New for 2025, The Illuminati is the fully modernized version of the popular ""Piranha"" design from 2001. Featuring a wider nose & tail, a single to double-barrel concave and a mildly decreased nose rocker, the Illuminati allows the surfer to skate over flat sections and glide through average, everyday conditions while still being able to ride the design in quality, overhead waves. Remastered to fit under the same feet that fell in love with the Piranha over 20 years ago, the Illuminati is a true wave hunter. Works insane as both a tri-fin and quad so give them both a fair try.","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":10,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7927,Rusty,Keg,performance_shortboard,performance_shortboard,performance_shortboard,,"The Keg is a stout brew designed by Rusty Preisendorfer and Wade Carmichael. The Keg is the Pro model for Wade Carmichael and his go-to board competing in the WSL. Built for conditions all over the world, from point breaks, beachies, punchy slabs and everything in between. We can't promise you that you're going to be able to throw as much spray as Wade does but at least with this board under your feet you'll know it's your fault and not the board.","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":6,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.0,3,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
7928,Rusty,Lowrider,mid_length,mid_length,mid_length,,"The Lowrider is a shorter, mid length surfboard featuring a semi-full nose, round tail and moderate width. The entry rocker is very low, hence the name, and helps the Lowrider catch waves and create fast trim. A classic beak adds a touch of volume to the front end and a little nostalgia. The aggressive exit rocker provides speed through the quad fin setup, offering a tighter turning radius than most mid lengths. The bottom entry starts with a modest vee and flattens out through center. Going into the ""zone"", vee becomes more defined and deeper towards the fins. It slowly becomes lightly hooked","method=explicit_manufacturer; style=glide,flowing,easy_paddle,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":9,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium_low;tail=medium_low,medium,curvy,6.25,8,6,6,False,Deterministic mapping from governed primary category mid_length.,high,False
7929,Rusty,Mi Amigo,performance_shortboard,performance_shortboard,performance_shortboard,,"The Mi Amigo is a high performance shortboard with an old foil revisited. The rocker is relaxed at both ends and the template has a 2.5 inch difference in width between the nose and tail. The bottom features a light single concave that is deepest between the feet, approximately 0.15 inches. The tail thickness is what really makes this board different. The last 12 inches of the board is where the rail gets blocky and the deck gets progressively flatter as it comes to the block. The block is approximately .25 of an inch thicker than the norm, which is roughly .5 of an inch. This slightly thicker","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":6,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.0,3,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
7930,Rusty,Mini Tanker,longboard,longboard,longboard,,"As the name implies, the Mini Tanker is a shorter version of the longboard. It's an easy to manage, shorter longboard for lighter surfers. Also a good go-to, user friendly design for inexperienced surfers.","method=manufacturer_inference; style=glide,stable,flowing,forgiving; roles=longboard,cruiser,small_wave","{""average_waves"":8,""beach_break"":6,""hollow_waves"":4,""open_face"":8,""point_break"":8,""powerful_waves"":5,""reef_break"":6,""weak_waves"":6}",entry=low;tail=low,soft,parallel,5.5,9,6,5,False,Deterministic mapping from governed primary category longboard.,medium,False
